scenario_id,historical_run_id,new_run_id,historical_model,new_model,jaccard,historical_selected,new_selected
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r1,stgc32b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r1,stgc32b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r1,stgc32b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/__init__.py"", ""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r2,stgc32b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r2,stgc32b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r2,stgc32b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py"", ""cms/utils/page.py""]","[""cms/__init__.py"", ""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc32b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc32b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r4,stgc32b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py"", ""cms/models/contentmodels.py""]","[""cms/__init__.py"", ""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc32b-djangocms-external-validity-002-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc32b-djangocms-external-validity-002-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py""]","[""cms/utils/__init__.py""]"
djangocms-external-validity-002,stgc-v2-djangocms-external-validity-002-impact_plan_v2-r5,stgc32b-djangocms-external-validity-002-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.0,"[""cms/api.py""]","[""cms/__init__.py"", ""cms/utils/__init__.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc32b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,1.0,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc32b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-32b,0.857143,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc32b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-32b,0.6,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc32b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.857143,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r1,stgc32b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.6,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/utils/urlutils.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc32b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.666667,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc32b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-32b,0.571429,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc32b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-32b,0.4,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc32b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.571429,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r2,stgc32b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.4,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/utils/urlutils.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc32b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc32b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-32b,0.625,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc32b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-32b,0.454545,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc32b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.625,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r3,stgc32b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.454545,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/utils/urlutils.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc32b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.833333,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc32b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-32b,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc32b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-32b,0.5,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc32b-djangocms-external-validity-005-impact_plan_v2-r4,qwen/qwen3-coder,qwen/qwen3-32b,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r4,stgc32b-djangocms-external-validity-005-impact_plan_v2-r5,qwen/qwen3-coder,qwen/qwen3-32b,0.5,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/utils/urlutils.py"", ""cms/wizards/forms.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r5,stgc32b-djangocms-external-validity-005-impact_plan_v2-r1,qwen/qwen3-coder,qwen/qwen3-32b,0.714286,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r5,stgc32b-djangocms-external-validity-005-impact_plan_v2-r2,qwen/qwen3-coder,qwen/qwen3-32b,0.625,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py""]"
djangocms-external-validity-005,stgc-v2-djangocms-external-validity-005-impact_plan_v2-r5,stgc32b-djangocms-external-validity-005-impact_plan_v2-r3,qwen/qwen3-coder,qwen/qwen3-32b,0.454545,"[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/permissionmodels.py"", ""cms/utils/page.py"", ""cms/utils/page_permissions.py""]","[""cms/admin/pageadmin.py"", ""cms/admin/permissionadmin.py"", ""cms/cms_toolbars.py"", ""cms/models/pagemodel.py"", ""cms/models/permissionmodels.py"", ""cms/templatetags/__init__.py"", ""cms/utils/admin.py"", ""cms/utils/page_permissions.py"", ""cms/utils/permissions.py"", ""cms/wizards/forms.py""]"
